code_departement,code_canton,libelle_canton,nom,prenom,genre,date_naissance,code_CSP,fonction,age
21,2120,Nuits-Saint-Georges,DUREUIL,Valérie,F,1972-12-15,69,,53
21,2120,Nuits-Saint-Georges,POULLOT,Hubert,M,1955-01-05,74,8ème Vice-président du conseil départemental,71
21,2121,Saint-Apollinaire,BLANC,Christine,F,1969-04-22,43,,57
21,2121,Saint-Apollinaire,THOMAS,Laurent,M,1965-04-05,31,,61
21,2122,Semur-En-Auxois,EAP-DUPIN,Martine,F,1952-07-22,72,2ème Vice-président du conseil départemental,74
21,2122,Semur-En-Auxois,SAUVADET,François,M,1953-04-20,74,Président du conseil départemental,73
21,2123,Talant,LAMY,Alain,M,1968-05-25,23,,58
21,2123,Talant,VIALET,Céline,F,1981-05-17,37,,45
22,2201,Bégard,MARCHAND,Cinderella,F,1978-07-27,43,4ème Vice-président du conseil départemental,47
22,2201,Bégard,PHILIPPE,Joël,M,1967-08-25,85,,58
22,2202,Broons,CHEVALIER,Mickaël,M,1974-11-09,37,,51
22,2202,Broons,GORÉ CHAPEL,Isabelle,F,1970-10-08,37,,55
22,2203,Callac,COAIL,Christian,M,1953-06-26,74,Président du conseil départemental,73
22,2203,Callac,LE COUSTER,Béatrice,F,1973-07-11,52,,53
22,2204,Dinan,BALAY-MIZRAHI,Brigitte,F,1958-03-20,74,,68
22,2204,Dinan,DEGRENNE,René,M,1958-08-09,74,,67
22,2205,Guingamp,LOUIS,Guillaume,M,1993-09-10,33,,32
22,2205,Guingamp,PASQUIET,Anne-Marie,F,1953-03-11,74,,73
22,2206,Lamballe- Armor,RAULT,Robert,M,1961-10-09,22,,64
22,2206,Lamballe- Armor,TRAVERT LE ROUX,Nathalie,F,1980-12-20,43,12ème Vice-président du conseil départemental,45
22,2207,Lannion,GUILLOU,Marie-Annick,F,1956-05-19,74,,70
22,2207,Lannion,KERVAON,Patrice,M,1960-03-28,33,5ème Vice-président du conseil départemental,66
22,2208,Lanvallay,DAUGAN,Michel,M,1946-11-10,72,,79
22,2208,Lanvallay,GUIGUI-DELAROCHE,Cecilia,F,1968-07-02,31,,58
22,2209,Loudéac,BOULANGER,Béatrice,F,1970-04-14,37,,56
22,2209,Loudéac,BOUTRON,Romain,M,1983-04-04,22,,43
22,2210,Guerlédan,GUILLAUME,Céline,F,1968-11-01,56,,57
22,2210,Guerlédan,ROSCOUËT,Loïc,M,1957-01-22,74,,69
22,2211,Paimpol,CADUDAL,Véronique,F,1970-01-03,31,2ème Vice-président du conseil départemental,56
22,2211,Paimpol,PAGNY,Gilles,M,1955-12-03,74,,70
22,2212,Perros-Guirec,DRONIOU,Marie Louise,F,1955-07-10,74,,71
22,2212,Perros-Guirec,LÉON,Erven,M,1959-05-02,31,,67
22,2213,Plaintel,ALLENO,Vincent,M,1972-10-07,31,3ème Vice-président du conseil départemental,53
22,2213,Plaintel,L'ECHELARD,Nadine,F,1970-04-02,55,,56
22,2214,Plancoët,COTIN,Marie-Christine,F,1962-07-08,75,,64
22,2214,Plancoët,DESBOIS,Michel,M,1964-09-25,33,,61
22,2215,Plélo,PRIDO,Pascal,M,1969-01-19,12,,57
22,2215,Plélo,ROUTIER,Gaëlle,F,1977-01-07,55,10ème Vice-président du conseil départemental,49
22,2216,Plénée-Jugon,PÉLAN,Martine,F,1956-08-05,75,,69
22,2216,Plénée-Jugon,YON,Didier,M,1954-08-29,77,,71
22,2217,Pléneuf-Val-André,CARFANTAN,Jean-René,M,1971-05-21,42,7ème Vice-président du conseil départemental,55
22,2217,Pléneuf-Val-André,THOMAS,Lisa,F,1987-12-15,37,,38
22,2218,Plérin,BENIER,Jean-Marie,M,1959-02-19,34,1er Vice-président du conseil départemental,67
22,2218,Plérin,NOWAK,Nathalie,F,1959-05-30,55,,67
22,2219,Pleslin-Trigavou,MESLAY,Solenn,F,1966-12-09,21,6ème Vice-président du conseil départemental,59
22,2219,Pleslin-Trigavou,ORVEILLON,Thierry,M,1965-10-04,86,,60
22,2220,Plestin-Les-Grèves,COENT,André,M,1956-09-19,74,11ème Vice-président du conseil départemental,69
22,2220,Plestin-Les-Grèves,SALLOU-LE GUEN,Nadine,F,1961-04-24,78,,65
22,2221,Ploufragan,DEJOUÉ,Jean-Marc,M,1960-09-26,77,,65
22,2221,Ploufragan,ORAIN,Christine,F,1959-04-12,75,8ème Vice-président du conseil départemental,67
22,2222,Plouha,RUMIANO,Valérie,F,1966-07-12,85,,60
22,2222,Plouha,SIMELIÈRE,Thierry,M,1956-02-22,75,,70
22,2223,Rostrenen,FERCOQ,Marie-José,F,1961-08-05,31,,64
22,2223,Rostrenen,GUEGUEN,Alain,M,1963-01-13,43,,63
22,2224,Saint-Brieuc-1,GASPAILLARD,Damien,M,1982-09-05,46,,43
22,2224,Saint-Brieuc-1,SAN GEROTEO,Juliana,F,1967-07-06,52,,59
22,2225,Saint-Brieuc-2,GOUYETTE,Ludovic,M,1982-04-21,37,9ème Vice-président du conseil départemental,44
22,2225,Saint-Brieuc-2,LANGLAIS,Nadège,F,1962-07-11,45,,64
22,2226,Trégueux,HAMAYON,Denis,M,1959-10-09,23,,66
22,2226,Trégueux,MÉTOIS-LE BRAS,Christine,F,1962-04-10,85,,64
22,2227,Tréguier,GOURONNEC,Pierrick,M,1962-08-06,12,,63
22,2227,Tréguier,SEGONI,Graziella,F,1963-09-18,75,,62
23,2301,Ahun,DEFEMME,Catherine,F,1961-11-25,86,2ème Vice-président du conseil départemental,64
23,2301,Ahun,GAILLARD,Thierry,M,1962-02-05,85,5ème Vice-président du conseil départemental,64
23,2302,Aubusson,CHEVREUX,Laurence,F,1952-06-20,75,9ème Vice-président du conseil départemental,74
23,2302,Aubusson,MARTIN,Valéry,M,1970-11-14,34,7ème Vice-président du conseil départemental,55
23,2303,Auzances,SAUTY,Jérémie,M,1990-01-15,33,,36
23,2303,Auzances,SIMONET,Valérie,F,1966-10-26,31,Président du conseil départemental,59
23,2304,Bonnat,MARSALEIX,Guy,M,1949-12-09,74,,76
23,2304,Bonnat,PILAT,Hélène,F,1964-08-04,43,,61
23,2305,Bourganeuf,JOUANNETAUD,Marinette,F,1952-02-23,77,,74
23,2305,Bourganeuf,LOZACH,Jean-Jacques,M,1954-02-08,34,,72
23,2306,Boussac,FOULON,Franck,M,1966-01-01,22,3ème Vice-président du conseil départemental,60
23,2306,Boussac,GRAVERON,Catherine,F,1968-10-15,37,,57
23,2307,Dun-Le-Palestel,DAULNY,Laurent,M,1968-07-22,83,,58
23,2307,Dun-Le-Palestel,FAIVRE,Hélène,F,1981-02-19,37,6ème Vice-président du conseil départemental,45
23,2308,Evaux-Les-Bains,SIMONNET,Nicolas,M,1977-11-20,11,,48
23,2308,Evaux-Les-Bains,VIALLE,Marie-Thérèse,F,1951-11-22,74,8ème Vice-président du conseil départemental,74
23,2309,Felletin,LEGER,Jean-Luc,M,1969-08-09,34,,56
23,2309,Felletin,NICOUX,Renée,F,1951-03-26,75,,75
23,2310,Gouzon,BUNLON,Marie-Christine,F,1967-01-25,43,4ème Vice-président du conseil départemental,59
23,2310,Gouzon,MORANÇAIS,Patrice,M,1961-08-20,75,1er Vice-président du conseil départemental,64
23,2311,Le Grand-Bourg,CHARTRAIN,Delphine,F,1974-01-04,54,,52
23,2311,Le Grand-Bourg,LABAR,Bertrand,M,1965-02-13,31,,61
23,2312,Guéret-1,BOURGUIGNON,Thierry,M,1964-05-24,38,,62
23,2312,Guéret-1,PENICAUD,Isabelle,F,1966-12-23,34,,59
23,2313,Guéret-2,BODEAU,Eric,M,1965-05-09,31,,61
23,2313,Guéret-2,COINDAT,Mary-Line,F,1967-11-26,34,,58
23,2314,Saint-Vaury,BAYOL,Philippe,M,1964-05-21,34,,62
23,2315,La Souterraine,FILLOUX,Patrice,M,1967-07-10,37,,59
23,2315,La Souterraine,GALBRUN,Marie-France,F,1958-03-28,31,,68
24,2401,Bergerac-1,BAYLE,Josie,F,1953-09-01,22,,72
24,2401,Bergerac-1,ROUSSEAU,Christophe,M,1961-10-31,31,,64
24,2402,Bergerac-2,DELMARES,Frédéric,M,1967-06-07,11,9ème Vice-président du conseil départemental,59
24,2402,Bergerac-2,LABARTHE,Cécile,F,1970-12-31,45,12ème Vice-président du conseil départemental,55
24,2403,Brantôme en Périgord,CELERIER,Mélanie,F,1974-06-12,45,,52
24,2403,Brantôme en Périgord,CHABREYROU,Olivier,M,1978-05-04,45,,48
24,2404,Coulounieix-Chamiers,CIPIERRE,Thierry,M,1959-03-29,72,,67
24,2404,Coulounieix-Chamiers,FAURE,Marie-Laure,F,1967-09-14,21,,58
24,2405,Haut-Périgord Noir,BOURRA,Francine,F,1966-03-15,23,,60
24,2405,Haut-Périgord Noir,BOUSQUET,Dominique,M,1953-09-23,74,,72
24,2406,Isle-Loue-Auvézère,DUCROCQ,Corinne,F,1961-07-03,86,,65
24,2406,Isle-Loue-Auvézère,LAMONERIE,Bruno,M,1962-05-26,31,1er Vice-président du conseil départemental,64
24,2407,Isle-Manoire,AUZOU,Jacques,M,1949-04-13,33,,77
24,2407,Isle-Manoire,VARAILLAS,Marie-Claude,F,1950-12-18,74,,75
24,2408,Lalinde,MARSAT,Marie Lise,F,1951-07-21,74,6ème Vice-président du conseil départemental,75
24,2408,Lalinde,MERILLOU,Serge,M,1952-02-14,74,,74
24,2409,Montpon-Ménestérol,ROUILLER,Rozenn,F,1970-03-25,31,,56
24,2409,Montpon-Ménestérol,SAUTREAU,Jean-Michel,M,1956-11-23,34,,69
24,2410,Pays De La Force,DELTEIL,Pascal,M,1971-04-18,11,,55
24,2410,Pays De La Force,LAFAYE,Raphaëlle,F,1972-09-20,22,,53
24,2411,Pays De Montaigne Et Gurson,DEFOULNY,Christel,F,1965-07-03,47,,61
24,2411,Pays De Montaigne Et Gurson,FRETILLERE,Eric,M,1961-04-29,12,,65
24,2412,Périgord Central,FAURE,Claudine,F,1949-12-30,71,,76
24,2412,Périgord Central,OLLIVIER,Alain,M,1962-01-27,77,,64
24,2413,Périgord Vert Nontronnais,BOURDEAU,Pascal,M,1961-02-03,33,15ème Vice-président du conseil départemental,65
24,2413,Périgord Vert Nontronnais,NEVERS,Juliette,F,1979-12-20,37,14ème Vice-président du conseil départemental,46
24,2414,Périgueux-1,BORGELLA,Florence,F,1971-12-21,46,,54
24,2414,Périgueux-1,MOSSION,Laurent,M,1963-11-15,34,,62
24,2415,Périgueux-2,MASO,Paul,M,1968-10-20,33,,57
24,2415,Périgueux-2,VOLPATO,Mireille,F,1954-11-22,33,8ème Vice-président du conseil départemental,71
24,2416,Ribérac,BAZINET,Didier,M,1961-10-01,71,5ème Vice-président du conseil départemental,64
24,2416,Ribérac,BEZAC-GONTHIER,Catherine,F,1959-04-08,77,,67
24,2417,Saint-Astier,CHABREYROU,Véronique,F,1966-04-02,54,,60
24,2417,Saint-Astier,RANOUX,Jacques,M,1947-10-01,74,,78
24,2418,Sarlat-La-Canéda,LAGOUBIE,Fabienne,F,1966-05-02,37,,60
24,2418,Sarlat-La-Canéda,SECRESTAT,Benoît,M,1978-05-23,33,3ème Vice-président du conseil départemental,48
24,2419,Sud-Bergeracois,BETAILLE,Jérôme,M,1965-07-18,86,,61
24,2419,Sud-Bergeracois,CHEVALLIER,Sylvie,F,1962-05-02,85,4ème Vice-président du conseil départemental,64
24,2420,Terrasson-Lavilledieu,ANGLARD,Régine,F,1955-03-31,74,10ème Vice-président du conseil départemental,71
24,2420,Terrasson-Lavilledieu,LAJUGIE,Michel,M,1955-12-29,71,7ème Vice-président du conseil départemental,70
24,2421,Thiviers,FAYOL,Stéphane,M,1965-07-24,74,,61
24,2421,Thiviers,HYVOZ,Isabelle,F,1963-10-13,86,,62
24,2422,Trélissac,DOBBELS,Stéphane,M,1972-05-23,37,,54
24,2422,Trélissac,DRUILLOLE,Christelle,F,1976-03-10,45,2ème Vice-président du conseil départemental,50
24,2423,Vallée Dordogne,LAFON-GAUTHIER,Patricia,F,1967-08-06,37,,58
24,2423,Vallée Dordogne,PEIRO,Germinal,M,1953-09-15,75,Président du conseil départemental,72
24,2424,Vallée De L'Isle,CAPPELLE,Carline,F,1951-05-25,74,,75
24,2424,Vallée De L'Isle,MAGNE,Jean-Michel,M,1962-07-16,72,13ème Vice-président du conseil départemental,64
24,2425,Vallée De L'Homme,GAUTHIER,Florence,F,1975-01-21,31,,51
24,2425,Vallée De L'Homme,TEILLAC,Christian,M,1958-01-16,37,11ème Vice-président du conseil départemental,68
25,2501,Audincourt,CHARLET,Damien,M,1978-08-08,34,,47
25,2501,Audincourt,COREN-GASPERONI,Christine,F,1956-07-10,45,,70
25,2502,Baume-Les-Dames,DALLAVALLE,Claude,M,1955-05-05,75,,71
25,2502,Baume-Les-Dames,DURAI,Marie-Christine,F,1953-11-11,77,,72
25,2503,Bavans,BEAUDREY,Bruno,M,1965-06-28,12,,61
25,2503,Bavans,BRAND,Marie-Paule,F,1969-05-18,12,,57
25,2504,Besançon-1,BONNET,Monique,F,1954-03-09,77,,72
25,2504,Besançon-1,YUGO,Aly,M,1965-08-02,52,,60
25,2505,Besançon-2,GUYEN,Chantal,F,1958-04-21,74,6ème Vice-président du conseil départemental,68
25,2505,Besançon-2,VIENET,Michel,M,1960-07-23,74,,66
25,2506,Besançon-3,DALPHIN,Marie-Laure,F,1961-04-03,33,,65
25,2506,Besançon-3,RUTKOWSKI,Serge,M,1966-03-01,85,9ème Vice-président du conseil départemental,60
25,2507,Besançon-4,HENRY,Jeanne,F,2001-01-10,84,,25
25,2507,Besançon-4,UBBIALI,Georges,M,1960-03-29,34,,66
25,2508,Besançon-5,FAGAUT,Ludovic,M,1978-08-06,33,1er Vice-président du conseil départemental,47
25,2508,Besançon-5,MAILLARD,Valérie,F,1963-08-19,42,,62
25,2509,Besançon-6,KRUCIEN,Raphaël,M,1985-09-20,48,,40
25,2509,Besançon-6,LEROY,Géraldine,F,1974-07-04,85,,52
25,2510,Bethoncourt,DUVERNOIS,Magali,F,1977-10-28,34,,48
25,2510,Bethoncourt,MATOCQ-GRABOT,Albert,M,1940-04-24,74,,86
25,2511,Frasne,ALPY,Philippe,M,1960-06-25,71,3ème Vice-président du conseil départemental,66
25,2511,Frasne,TISSOT TRULLARD,Géraldine,F,1973-08-30,31,,52
25,2512,Maîche,BOUQUIN,Christine,F,1962-02-23,85,Président du conseil départemental,64
25,2512,Maîche,METHOT,Christian,M,1956-08-04,74,,69
25,2513,Montbéliard,BORGERHOFF,Priscilla,F,1989-07-18,34,,37
25,2513,Montbéliard,GUYON,Jean-Luc,M,1955-10-18,74,7ème Vice-président du conseil départemental,70
25,2514,Morteau,CUENOT-STALDER,Jacqueline,F,1975-09-24,31,10ème Vice-président du conseil départemental,50
25,2514,Morteau,LEROUX,Denis,M,1966-06-25,31,5ème Vice-président du conseil départemental,60
25,2515,Ornans,BILLOT,Olivier,M,1977-09-14,22,11ème Vice-président du conseil départemental,48
25,2515,Ornans,LOIZON,Béatrix,F,1966-11-16,86,4ème Vice-président du conseil départemental,59
25,2516,Pontarlier,ROGEBOZ,Florence,F,1970-03-06,85,2ème Vice-président du conseil départemental,56
25,2516,Pontarlier,VIVOT,Romuald,M,1981-05-27,33,,45
25,2517,Saint-Vit,JACQUEMET,Annick,F,1956-01-20,72,,70
25,2517,Saint-Vit,MAIRE DU POSET,Thierry,M,1964-07-08,11,,62
25,2518,Valdahon,LIME VIEILLE,Patricia,F,1969-01-27,21,8ème Vice-président du conseil départemental,57
25,2518,Valdahon,VERNIER,Thierry,M,1969-10-27,34,,56
25,2519,Valentigney,BARBIER,Frédéric,M,1960-08-30,74,,65
25,2519,Valentigney,VOIDEY,Martine,F,1959-09-18,75,,66
26,2601,Bourg-De-Péage,PIENIEK,Pierre,M,1952-09-15,31,,73
26,2601,Bourg-De-Péage,PLACE,Anna,F,1961-06-24,74,,65
26,2602,Crest,GILLES,Daniel,M,1972-11-14,11,,53
26,2602,Crest,PARET,Muriel,F,1965-05-22,54,,61
26,2603,Dieulefit,GILLES,André,M,1946-04-03,71,,80
26,2603,Dieulefit,MOULIN,Corinne,F,1967-10-26,54,,58
26,2604,Le Diois,BUIS,Bernard,M,1956-06-23,74,,70
26,2604,Le Diois,CHARMET,Martine,F,1962-04-23,11,,64
26,2605,Drôme Des Collines,ANTHOINE,Emmanuelle,F,1964-07-02,75,,62
26,2605,Drôme Des Collines,BOUVIER,David,M,1973-08-29,12,,52
26,2606,Grignan,AVIAS,Jean-Michel,M,1974-10-26,33,7ème Vice-président du conseil départemental,51
26,2606,Grignan,FERNANDEZ,Marie,F,1984-12-30,33,,41
26,2607,Loriol-Sur-Drôme,CHAZAL,Françoise,F,1965-11-27,45,2ème Vice-président du conseil départemental,60
26,2607,Loriol-Sur-Drôme,LADEGAILLERIE,Jacques,M,1944-01-10,75,3ème Vice-président du conseil départemental,82
26,2608,Montélimar-1,MEHUKAJ-MATHIEU,Emeline,F,1990-08-03,21,,35
26,2609,Montélimar-2,FIGUET,Marielle,F,1968-05-17,85,,58
26,2609,Montélimar-2,PHÉLIPPEAU,Eric,M,1981-08-28,23,5ème Vice-président du conseil départemental,44
26,2610,Nyons Et Baronnies,COMBES,Pierre,M,1958-11-01,75,,67
26,2610,Nyons Et Baronnies,ROCHAS,Pascale,F,1969-04-15,85,,57
26,2611,Romans-Sur-Isère,HAJJARI,Linda,F,1987-10-05,55,,38
26,2611,Romans-Sur-Isère,LARUE,Fabrice,M,1966-06-05,43,,60
26,2612,Saint-Vallier,BOIDIN,Patricia,F,1969-08-17,85,,56
26,2612,Saint-Vallier,JOUVET,Pierre,M,1986-10-06,33,,39
26,2613,Tain-L'Hermitage,BRUNET,Michel,M,1954-09-07,74,,71
26,2613,Tain-L'Hermitage,JAUBERT,Agnès,F,1961-12-28,75,,64
26,2614,Le Tricastin,LIMONTA,Fabien,M,1946-12-26,74,,79
26,2614,Le Tricastin,MOUTON,Marie-Pierre,F,1965-03-26,85,,61
26,2615,Valence-1,ALLÉON,Aurélie,F,1985-06-07,31,,41
26,2615,Valence-1,ESPRIT,Aurélien,M,1990-05-20,12,,36
26,2616,Valence-2,ILIOZER,Nathalie,F,1987-08-29,47,,38
26,2616,Valence-2,PANO,Alban,M,1985-05-06,85,,41
26,2617,Valence-3,GIRARD,Geneviève,F,1956-12-24,74,,69
26,2617,Valence-3,SOULIGNAC,Franck,M,1976-05-12,85,1er Vice-président du conseil départemental,50
26,2618,Valence-4,MONNET,Laurent,M,1969-12-17,23,,56
26,2618,Valence-4,PUGEAT,Véronique,F,1955-02-19,86,6ème Vice-président du conseil départemental,71
26,2619,Vercors-Monts Du Matin,MORIN,Christian,M,1954-07-10,23,,72
26,2619,Vercors-Monts Du Matin,ZAMMIT,Nathalie,F,1971-03-31,33,4ème Vice-président du conseil départemental,55
27,2701,Les Andelys,DUCHÉ,Frédéric,M,1968-05-08,33,2ème Vice-président du conseil départemental,58
27,2701,Les Andelys,LE GALL,Chantale,F,1955-03-04,77,,71
27,2702,Bernay,GRAVELLE,Nicolas,M,1975-07-28,12,,50
27,2702,Bernay,VAGNER,Marie-Lyne,F,1963-07-29,23,,62
27,2703,Beuzeville,ELEXHAUSER,Thomas,M,1989-03-07,37,,37
27,2703,Beuzeville,PARIS TOUQUET,Micheline,F,1955-08-28,77,,70
27,2704,Bourg-Achard,BONENFANT,Sylvain,M,1968-06-20,31,,58
27,2704,Bourg-Achard,TAMARELLE VERHAEGHE,Marie,F,1962-09-27,33,,63
27,2705,Grand Bourgtheroulde,BETTON,Nathalie,F,1968-07-22,43,,58
27,2705,Grand Bourgtheroulde,ONO DIT BIOT,Michael,M,1982-03-22,85,,44
27,2706,Breteuil,CHERON,Gérard,M,1954-10-21,72,8ème Vice-président du conseil départemental,71
27,2706,Breteuil,DE TOMASI,Jocelyne,F,1951-04-24,74,,75
27,2707,Brionne,DUTEIL,Myriam,F,1966-03-08,11,7ème Vice-président du conseil départemental,60
27,2707,Brionne,LE ROUX,Jean-Pierre,M,1958-01-26,74,,68
27,2708,Conches-En-Ouche,LACAMPAGNE-CROCHET,Claire,F,1976-04-08,43,,50
27,2708,Conches-En-Ouche,SAPOWICZ,Marcel,M,1953-08-09,74,,72
27,2709,Evreux-1,AUGER,Stéphanie,F,1979-02-26,85,4ème Vice-président du conseil départemental,47
27,2709,Evreux-1,ORDONEZ,Manuel,M,1981-11-30,46,,44
27,2710,Evreux-2,BEAUVILLARD,Karêne,F,1978-01-22,22,,48
27,2710,Evreux-2,GAVARD-GONGALLUD,Nicolas,M,1974-09-13,37,,51
27,2711,Evreux-3,HUBERT,Xavier,M,1963-05-30,31,12ème Vice-président du conseil départemental,63
27,2711,Evreux-3,LESEIGNEUR,Diane,F,1965-06-24,46,11ème Vice-président du conseil départemental,61
27,2712,Gaillon,BOURGEOIS,Liliane,F,1953-12-06,71,,72
27,2712,Gaillon,CHAMBON,Christophe,M,1972-12-11,34,,53
27,2713,Gisors,DELAPLACE,Angèle,F,1966-05-18,43,,60
27,2713,Gisors,RASSAËRT,Alexandre,M,1987-09-17,85,Président du conseil départemental,38
27,2714,Louviers,JUBERT,Daniel,M,1947-11-24,72,,78
27,2714,Louviers,TERLEZ,Anne,F,1974-01-11,43,3ème Vice-président du conseil départemental,52
27,2715,Le Neubourg,LEGENDRE,Jean-Paul,M,1948-11-08,31,6ème Vice-président du conseil départemental,77
27,2715,Le Neubourg,SAINT-LAURENT,Martine,F,1954-08-03,74,13ème Vice-président du conseil départemental,71
27,2716,Pacy-Sur-Eure,CARON,Cécile,F,1960-07-24,37,,66
27,2716,Pacy-Sur-Eure,LEHONGRE,Pascal,M,1959-07-06,74,1er Vice-président du conseil départemental,67
27,2717,Pont-Audemer,COUREL,Francis,M,1949-07-02,75,,77
27,2717,Pont-Audemer,GAUTIER,Florence,F,1970-07-25,85,9ème Vice-président du conseil départemental,55
27,2718,Pont-De-L'Arche,DESHAYES,Maryannick,F,1959-07-23,54,,67
27,2718,Pont-De-L'Arche,LEVITRE,Arnaud,M,1971-10-15,45,,54
27,2719,Romilly-Sur-Andelle,COLLEMARE,Françoise,F,1953-07-20,77,,73
27,2719,Romilly-Sur-Andelle,PLOUVIER,Thierry,M,1960-02-24,77,10ème Vice-président du conseil départemental,66
27,2720,Saint-André-De-L'Eure,BOREGGIO,Sylvain,M,1958-01-25,74,,68
27,2720,Saint-André-De-L'Eure,DESPLAT,Julie,F,1976-03-18,34,,50
27,2721,Val-De-Reuil,JAMET,Marc-Antoine,M,1959-05-19,33,,67
27,2721,Val-De-Reuil,LÉGER,Janick,F,1962-07-16,75,,64
27,2722,Verneuil d'Avre et d'Iton,BONNARD,Colette,F,1952-06-11,74,,74
27,2722,Verneuil d'Avre et d'Iton,FRANÇOIS,Michel,M,1948-09-16,74,,77
27,2723,Vernon,DELALANDE,Catherine,F,1977-03-06,34,,49
27,2723,Vernon,LECORNU,Sébastien,M,1986-06-11,85,5ème Vice-président du conseil départemental,40
28,2801,Anet,LEFEBVRE,Evelyne,F,1949-02-13,34,6ème Vice-président du conseil départemental,77
28,2801,Anet,PECQUENARD,Francis,M,1948-10-30,72,,77
28,2802,Auneau,CAMUEL,Annie,F,1958-04-04,74,,68
28,2802,Auneau,LEMOINE,Stéphane,M,1968-08-13,37,1er Vice-président du conseil départemental,57
28,2803,Brou,CARROUGET,Danièle,F,1956-12-12,74,,69
28,2803,Brou,TEROUINARD,Claude,M,1937-05-08,74,,89
28,2804,Chartres-1,DORANGE,Karine,F,1969-07-17,23,,57
28,2804,Chartres-1,ROUAULT,Etienne,M,1968-08-08,38,,57
28,2805,Chartres-2,FROMONT,Elisabeth,F,1955-09-12,37,,70
28,2805,Chartres-2,MASSELUS,Franck,M,1969-09-25,23,,56
28,2806,Chartres-3,MARTIAL,Rémi,M,1982-03-17,31,,44
28,2806,Chartres-3,VINCENT,Isabelle,F,1963-10-14,85,,62
28,2807,Châteaudun,BAUDET,Alice,F,1958-12-04,46,,67
28,2807,Châteaudun,BILLARD,Joël,M,1953-03-21,74,,73
28,2808,Dreux-1,DELAPLACE,Evelyne,F,1953-09-08,74,,72
28,2808,Dreux-1,LE DORVEN,Christophe,M,1978-01-12,37,Président du conseil départemental,48
28,2809,Dreux-2,HONNEUR-BUCHER,Sylvie,F,1964-02-29,12,,62
28,2809,Dreux-2,LEMARE,Jacques,M,1946-02-25,74,,80
28,2810,Epernon,BRACCO,Anne,F,1967-05-16,22,4ème Vice-président du conseil départemental,59
28,2810,Epernon,MARIE,Jean-Noël,M,1976-09-01,12,,49
28,2811,Illiers-Combray,BUISSON,Hervé,M,1965-10-16,74,7ème Vice-président du conseil départemental,60
28,2811,Illiers-Combray,DE LA RAUDIERE,Laure,F,1965-02-12,33,,61
28,2812,Lucé,BOUTET-GELINEAU,Emmanuelle,F,1961-05-03,33,,65
28,2812,Lucé,MASSOT,Bertrand,M,1983-03-01,33,5ème Vice-président du conseil départemental,43
28,2813,Nogent-Le-Rotrou,COUTEL,Stéphanie,F,1986-09-22,43,,39
28,2813,Nogent-Le-Rotrou,GERARD,Eric,M,1962-01-19,31,3ème Vice-président du conseil départemental,64
28,2814,Saint-Lubin-Des-Joncherets,MINARD,Christelle,F,1970-10-04,13,,55
28,2814,Saint-Lubin-Des-Joncherets,NICOLAS,Xavier,M,1957-05-06,31,,69
28,2815,Les Villages Vovéens,BRETON,Delphine,F,1970-09-12,85,,55
28,2815,Les Villages Vovéens,GUERRINI,Marc,M,1963-07-05,38,,63
29,2901,Brest-1,FAURE,Kévin,M,1988-07-25,38,,37
29,2901,Brest-1,HÉRÉ,Jacqueline,F,1953-06-09,75,,73
29,2902,Brest-2,DOGUÉ,Pauline,F,1982-05-26,34,,44
29,2902,Brest-2,GONELLA,Barthélémy,M,1963-02-06,74,,63
29,2903,Brest-3,DU BUIT,Yves,M,1976-03-25,38,,50
29,2903,Brest-3,TOURNIER,Emmanuelle,F,1987-11-07,84,11ème Vice-président du conseil départemental,38
29,2904,Brest-4,BOURBIGOT,Véronique,F,1975-05-04,85,3ème Vice-président du conseil départemental,51
29,2904,Brest-4,OGOR,Pierre,M,1962-02-01,72,,64
29,2905,Brest-5,BONNARD LE FLOC'H,Frédérique,F,1970-09-29,85,,55
29,2906,Briec,CARO,Amélie,F,1986-12-15,37,,39
29,2906,Briec,MESSAGER,Raymond,M,1968-10-19,31,12ème Vice-président du conseil départemental,57
29,2907,Carhaix-Plouguer,GUILLEMOT,Philippe,M,1970-06-25,37,,56
29,2907,Carhaix-Plouguer,NICOLE,Corinne,F,1967-06-26,64,,59
29,2908,Concarneau,LE TENDRE,Céline,F,1973-10-04,37,,52
29,2908,Concarneau,LOUSSOUARN,Michel,M,1980-10-22,31,,45
29,2909,Crozon,GOUEROU,Jacques,M,1959-10-24,71,2ème Vice-président du conseil départemental,66
29,2909,Crozon,PORCHER,Monique,F,1949-09-04,33,,76
29,2910,Douarnenez,GUILLON,Didier,M,1961-10-07,22,10ème Vice-président du conseil départemental,64
29,2910,Douarnenez,POITEVIN,Jocelyne,F,1956-10-22,74,1er Vice-président du conseil départemental,69
29,2911,Fouesnant,CARAMARO,Laure,F,1966-11-16,22,,59
29,2911,Fouesnant,LE GRAND,Alain,M,1971-05-27,37,8ème Vice-président du conseil départemental,55
29,2912,Guipavas,MALLERON,Didier,M,1973-05-08,62,,53
29,2912,Guipavas,SARRABEZOLLES,Nathalie,F,1970-12-01,35,,55
29,2913,Landerneau,BERVAS,Viviane,F,1972-06-08,37,5ème Vice-président du conseil départemental,54
29,2913,Landerneau,GOALEC,Bernard,M,1967-02-24,38,,59
29,2914,Landivisiau,GUILLERM,Elisabeth,F,1965-12-15,43,,60
29,2914,Landivisiau,PUCHOIS,Jean-Marc,M,1960-12-27,38,,65
