code_commune,code_collectivite_statut_particulier,nom,prenom,genre,date_naissance,code_CSP,fonction,code_nationalite,age,modification,commentaires
55278,,FURLAN,Jacques,M,1948-08-29,77,Maire,FR,77,,
55279,,PIERSON,Cédric,M,1974-03-29,69,Maire,FR,52,,
55280,,NICOLAS,Jean-Michel,M,1971-03-20,23,Maire,FR,55,,
55281,,JAMIN,Claude,M,1958-06-10,71,Maire,FR,68,,
55282,,MOREAU,Michel,M,1974-09-10,31,Maire,FR,51,,
55284,,DUBAUX,Gilles,M,1953-09-27,78,Maire,FR,72,,
55285,,COLLET,Laetitia,F,1979-04-30,45,Maire,FR,47,,
55286,,ARNAUD,Josselin,M,1982-02-18,52,Maire,FR,44,,
55288,,VIZOT,Alain,M,1960-11-14,77,Maire,FR,65,,
55289,,VERDUN,Marie-Pierre,F,1962-08-02,74,Maire,FR,63,,
55290,,ERNST,Frédéric,M,1971-06-09,45,Maire,FR,55,,
55291,,GUYOT,Jean-Michel,M,1952-12-19,74,Maire,FR,73,,
55292,,REUTER,Alain,M,1957-09-04,77,Maire,FR,68,,
55293,,WINDELS,Daniel,M,1965-07-10,38,Maire,FR,61,,
55295,,HENRY,Marc,M,1988-01-14,37,Maire,FR,38,,
55296,,HENRIONNET,Bernard,M,1947-02-07,74,Maire,FR,79,,
55297,,LE FRANÇOIS,Bertrand,M,1967-04-17,77,Maire,FR,59,,
55298,,MUSSET,Nathalie,F,1967-01-29,33,Maire,FR,59,,
55299,,JOZAN,Michel,M,1966-01-17,47,Maire,FR,60,,
55300,,KNAVIÉ,Loup,M,1977-11-24,85,Maire,FR,48,,
55301,,CHARLES,Ludovic,M,1969-06-12,13,Maire,FR,57,,
55302,,BEAUFORT,Lionel,M,1973-05-04,33,Maire,FR,53,,
55303,,GODART,Thierry,M,1971-07-18,21,Maire,FR,54,,
55304,,THOUVENIN,Aude,F,1974-04-25,31,Maire,FR,52,,
55306,,CHATTON,Guy-Joël,M,1947-01-06,72,Maire,FR,79,,
55310,,DUFRAINE,Samuel,M,1971-02-19,21,Maire,FR,55,,
55311,,LESONGEUR,Denis,M,1965-04-02,12,Maire,FR,61,,
55312,,DIDELOT,Dominique,M,1956-03-31,55,Maire,FR,70,,
55313,,DEGOUTIN,Régis,M,1969-10-13,11,Maire,FR,56,,
55315,,ROBERT,Julien,M,1989-05-27,13,Maire,FR,37,,
55316,,SIMON,Alain,M,1950-11-05,74,Maire,FR,75,,
55317,,DOLADILLE,Michel,M,1954-10-07,72,Maire,FR,71,,
55320,,CORCELLUT,Anne,F,1979-07-10,85,Maire,FR,47,,
55321,,VERNEL,Jean,M,1957-04-19,74,Maire,FR,69,,
55322,,PETITJEAN,Joël,M,1956-10-17,74,Maire,FR,69,,
55323,,HERVEUX,Gilles,M,1965-07-05,12,Maire,FR,61,,
55324,,JULLION,André,M,1959-02-16,72,Maire,FR,67,,
55325,,SAIDANI,Vincent,M,1984-12-14,21,Maire,FR,41,,
55326,,LAURENT,Tatiana,F,1975-04-24,45,Maire,FR,51,,
55327,,DABIT,Pierre-Alexandre,M,1982-12-04,12,Maire,FR,43,,
55328,,DELBAERES,Charles-Louis,M,1959-02-27,62,Maire,FR,67,,
55329,,MOUSTY,Michel,M,1952-12-29,74,Maire,FR,73,,
55330,,WAGNER,Dominique,M,1955-01-11,71,Maire,FR,71,,
55331,,BIZET,Jehanne,F,1991-07-22,12,Maire,FR,34,,
55332,,GALOPIN,Christophe,M,1978-09-08,48,Maire,FR,47,,
55333,,WILCKE,Patrick,M,1962-06-30,72,Maire,FR,64,,
55334,,KAISER,Claude,M,1964-10-28,77,Maire,FR,61,,
55335,,PHILOUZE,Laurent,M,1961-02-09,33,Maire,FR,65,,
55336,,HAUPTMANN,Gérard,M,1951-05-02,74,Maire,FR,75,,
55338,,BILL,Robert,M,1950-04-29,72,Maire,FR,76,,
55339,,HABLOT,Emeric,M,1979-09-29,38,Maire,FR,46,,
55340,,SIRI,Richard,M,1967-10-06,52,Maire,FR,58,,
55341,,JACQUE,Philippe,M,1963-09-22,12,Maire,FR,62,,
55343,,PERARD,Patrice,M,1957-10-22,71,Maire,FR,68,,
55344,,SILVAIN,Jean-François,M,1952-01-08,74,Maire,FR,74,,
55345,,BANTQUIN,Isabelle,F,1972-02-10,56,Maire,FR,54,,
55346,,MATHIEU,Christian,M,1953-09-07,31,Maire,FR,72,,
55347,,HURLAIN,Laëtitia,F,1985-08-01,42,Maire,FR,40,,
55348,,GROSJEAN,Didier,M,1961-03-12,48,Maire,FR,65,,
55349,,LEFORT,Michel,M,1955-05-05,71,Maire,FR,71,,
55350,,NAJOTTE,Sylvie,F,1959-03-18,77,Maire,FR,67,,
55351,,LEONARD,Claude,M,1948-03-11,31,Maire,FR,78,,
55352,,VAN HECKE,Damien,M,1980-05-02,12,Maire,FR,46,,
55353,,LOMBARD,Daniel,M,1952-06-07,63,Maire,FR,74,,
55355,,MAGISSON,Patrick,M,1959-08-05,71,Maire,FR,66,,
55356,,BENOIST,Delphine,F,1970-08-18,43,Maire,FR,55,,
55357,,LETURC,Michel,M,1966-01-21,11,Maire,FR,60,,
55358,,LAGABE,Michel,M,1959-04-19,12,Maire,FR,67,,
55359,,CHEVALLIER,Marie-Laure,F,1968-09-14,85,Maire,FR,57,,
55360,,ADAM,Mickaël,M,1979-06-02,12,Maire,FR,47,,
55361,,PIERRON,Sébastien,M,1981-09-22,54,Maire,FR,44,,
55362,,GERARD,Jean-Jacques,M,1951-03-07,23,Maire,FR,75,,
55363,,PETIT,Nadine,F,1958-04-21,78,Maire,FR,68,,
55364,,BELKESSA,Pierre,M,1966-09-09,77,Maire,FR,59,,
55365,,PRAUTHOIS,Ralph,M,1962-07-08,77,Maire,FR,64,,
55366,,PETITCOLIN,Frédéric,M,1973-04-29,38,Maire,FR,53,,
55367,,GEGOUX,Catherine,F,1976-12-01,52,Maire,FR,49,,
55368,,COLLOT,Ludivine,F,1981-03-18,52,Maire,FR,45,,
55369,,YUNG,Anthony,M,1974-11-15,63,Maire,FR,51,,
55370,,THIRIOT,Jean,M,1960-01-19,77,Maire,FR,66,,
55371,,ORBION,Mathieu,M,1982-10-26,11,Maire,FR,43,,
55372,,GILLET,Sylvain,M,1964-03-25,23,Maire,FR,62,,
55373,,ARNOULD,Jean-Pierre,M,1960-08-05,71,Maire,FR,65,,
55374,,COLOMB ROUYER,Emmanuelle,F,1960-09-28,75,Maire,FR,65,,
55375,,NANAN,Manuel,M,1972-08-22,21,Maire,FR,53,,
55376,,HENRY,Christophe,M,1969-05-24,11,Maire,FR,57,,
55377,,GRAFTIAUX,Fabien,M,1976-11-20,34,Maire,FR,49,,
55378,,BASSET,Michel,M,1953-10-29,77,Maire,FR,72,,
55379,,BROCARD,Angélique,F,1976-04-21,47,Maire,FR,50,,
55380,,CHARRIOT,Sophie,F,1981-03-11,69,Maire,FR,45,,
55381,,MESOT,Martine,F,1955-03-24,78,Maire,FR,71,,
55382,,DEPAQUIS,Jean-Louis,M,1950-02-11,71,Maire,FR,76,,
55383,,BRIXON,Annabelle,F,1976-03-30,85,Maire,FR,50,,
55384,,GERVAIS-VARNIER,René,M,1957-12-22,74,Maire,FR,68,,
55385,,POSTAL,Jean-Noël,M,1959-11-17,77,Maire,FR,66,,
55386,,DENOYELLE,Sylvain,M,1964-03-06,31,Maire,FR,62,,
55387,,MAZET,Thiry,M,1965-01-27,33,Maire,FR,61,,
55388,,KIMENAU,Mathieu,M,1985-08-24,38,Maire,FR,40,,
55389,,MINEBOIS,Dominique,M,1962-08-30,72,Maire,FR,63,,
55391,,GEORGES,Gérard,M,1957-09-11,74,Maire,FR,68,,
55394,,SAINT-VANNE,Philippe,M,1962-07-18,47,Maire,FR,63,,
55395,,MARSY,Rudy,M,1981-01-26,37,Maire,FR,45,,
55396,,GUILLAUME,Jean-Louis,M,1953-08-25,77,Maire,FR,72,,
55397,,ROUVENACH,Daniel,M,1957-11-21,71,Maire,FR,68,,
55398,,TE DUNNE,Christophe,M,1965-10-31,38,Maire,FR,60,,
55399,,GIANNINI,Christian,M,1956-09-06,38,Maire,FR,69,,
55400,,LEONARD,Robert,M,1943-03-13,74,Maire,FR,83,,
55401,,MORATILLE,Laure,F,1969-04-10,52,Maire,FR,57,,
55403,,NIVELET,Matthieu,M,1989-12-23,12,Maire,FR,36,,
55404,,PALIN,Laurent,M,1958-11-26,71,Maire,FR,67,,
55405,,BADEROT,Thierry,M,1958-03-06,72,Maire,FR,68,,
55406,,LAMBERT,Alain,M,1958-01-12,74,Maire,FR,68,,
55407,,GRUYER,Reynald,M,1976-09-03,55,Maire,FR,49,,
55408,,GUICHARD,Stéphane,M,1971-01-17,48,Maire,FR,55,,
55409,,ZAMBAUX,Cecile,F,1972-11-08,48,Maire,FR,53,,
55410,,COLLOT,Antoine,M,1985-11-06,63,Maire,FR,40,,
55411,,BANEL,Thiphanie,F,1987-07-02,54,Maire,FR,39,,
55412,,FISCHER,Daniel,M,1963-08-23,77,Maire,FR,62,,
55414,,FABRO,Martine,F,1954-08-09,45,Maire,FR,71,,
55415,,GENTER,Stéphane Maurice Jean-Pierre,M,1974-05-12,52,Maire,FR,52,,
55416,,COYARD,Nathalie,F,1971-08-20,21,Maire,FR,54,,
55419,,SENDRE,Philippe,M,1954-11-09,78,Maire,FR,71,,
55420,,THUGNET,Patrick,M,1966-05-31,63,Maire,FR,60,,
55421,,LECLERC,Francis,M,1966-07-24,22,Maire,FR,59,,
55422,,DOYEN,Romain,M,1984-04-13,12,Maire,FR,42,,
55423,,OBARA,Sylvain,M,1962-06-24,38,Maire,FR,64,,
55424,,MILLER-ROUSSEL,Anne,F,1960-08-08,71,Maire,FR,65,,
55425,,COLLIN,Guy,M,1948-07-05,78,Maire,FR,78,,
55426,,DEJAIFFE,Bertrand,M,1984-05-25,43,Maire,FR,42,,
55427,,BURGAIN,Pierre,M,1957-05-27,75,Maire,FR,69,,
55428,,DEHAN,Stéphane,M,1986-04-25,62,Maire,FR,40,,
55429,,MANGIN,Jean-François,M,1959-11-17,71,Maire,FR,66,,
55430,,BREUIL,Benoît,M,1973-11-28,21,Maire,FR,52,,
55431,,ZINS,Francine Ginette,F,1973-02-27,85,Maire,FR,53,,
55433,,LOUIS,Séverine,F,1971-07-18,31,Maire,FR,54,,
55434,,POIRSON,Eliane,F,1951-08-05,74,Maire,FR,74,,
55435,,ARCHAMBAUD,Frédéric,M,1974-12-25,37,Maire,FR,51,,
55436,,CULMINIQUE,Claudine,F,1954-02-16,77,Maire,FR,72,,
55437,,FAUQUENOT,Evelyne,F,1968-09-30,37,Maire,FR,57,,
55438,,SERVAIS,Anthony,M,1989-12-01,63,Maire,FR,36,,
55439,,GERALDES-MARCELINO,Alexandre,M,1985-06-15,45,Maire,FR,41,,
55442,,LINARD,Lidwine,F,1983-01-27,33,Maire,FR,43,,
55443,,MAGUIN,Christophe,M,1972-02-28,37,Maire,FR,54,,
55444,,LEFORT,Isabelle,F,1965-01-21,52,Maire,FR,61,,
55445,,PIERRE,Denis,M,1963-08-26,22,Maire,FR,62,,
55446,,AUBRY,Alexandre,M,1970-07-23,52,Maire,FR,55,,
55447,,INTINS,Yannick,M,1963-08-07,64,Maire,FR,62,,
55448,,BACHELEZ,Eric,M,1968-03-10,47,Maire,FR,58,,
55449,,LATARCHE VIGNOL,Pascale,F,1969-11-11,45,Maire,FR,56,,
55450,,GEORGES,Denis,M,1962-06-03,12,Maire,FR,64,,
55452,,GATINOIS,François,M,1957-04-13,71,Maire,FR,69,,
55453,,BOUCHELET,Caroline,F,1985-03-22,13,Maire,FR,41,,
55454,,BEAUSEIGNEUR,Hugues,M,1978-04-12,38,Maire,FR,48,,
55456,,POTIER,Rémi,M,1982-11-17,62,Maire,FR,43,,
55457,,BRIZION,Yves,M,1969-08-14,43,Maire,FR,56,,
55458,,TRICHON,Laurent,M,1967-02-05,62,Maire,FR,59,,
55459,,AUBRY,Laurent,M,1964-02-26,77,Maire,FR,62,,
55460,,BOUR,Sylvain,M,1970-12-06,47,Maire,FR,55,,
55461,,ZANON,Jean-Luc,M,1954-09-26,72,Maire,FR,71,,
55462,,COULY,Gérard,M,1953-12-21,72,Maire,FR,72,,
55463,,BARROSO-RODRIGUES,Enrique,M,1996-04-28,33,Maire,FR,30,,
55464,,MISSLER,Jean-Marie,M,1950-03-08,75,Maire,FR,76,,
55465,,BLIND,Alain,M,1951-02-20,75,Maire,FR,75,,
55466,,MAYEUR,Céline,F,1980-04-05,46,Maire,FR,46,,
55467,,PAILLARDIN,Delphine,F,1973-08-30,33,Maire,FR,52,,
55468,,ADDENET,Jean-Marie,M,1954-12-31,23,Maire,FR,71,,
55469,,BAUDIER,Marie-Noëlle,F,1960-12-25,56,Maire,FR,65,,
55470,,HENIN-TRANVOUEZ,Jean Philippe,M,1980-12-18,35,Maire,FR,45,,
55471,,ANSMANT,Claude,M,1948-10-19,77,Maire,FR,77,,
55472,,BIGEREL,Elise,F,1986-12-30,33,Maire,FR,39,,
55473,,WARIN,Cyril,M,1970-07-08,13,Maire,FR,56,,
55474,,HENRY,Jean-Luc,M,1957-08-08,71,Maire,FR,68,,
55475,,MASSON,Sophie,F,1988-02-19,33,Maire,FR,38,,
55476,,MICHEL,Gérald,M,1954-02-12,75,Maire,FR,72,,
55477,,PETERMANN,Fabrice,M,1967-05-16,46,Maire,FR,59,,
55479,,BARDOT,Mathurin,M,1997-08-19,21,Maire,FR,28,,
55481,,ANGONIN,Sonia,F,1981-05-03,52,Maire,FR,45,,
55482,,NAHANT,Serge,M,1957-03-10,71,Maire,FR,69,,
55484,,JACQUET,François,M,1962-07-04,77,Maire,FR,64,,
55485,,DOMICILLE,Ludovic,M,1995-10-04,54,Maire,FR,30,,
55487,,DECHEPPE,Michel,M,1952-12-28,71,Maire,FR,73,,
55488,,RIEBEL,Michel,M,1961-04-26,38,Maire,FR,65,,
55489,,HIRAT,Mickaël,M,1981-04-01,12,Maire,FR,45,,
55490,,VÉNANTE,Claude,M,1955-03-20,77,Maire,FR,71,,
55492,,THOMAS,Isabelle,F,1972-10-01,85,Maire,FR,53,,
55493,,LEROY,Quentin,M,1996-03-30,69,Maire,FR,30,,
55494,,ELIOT,Jean-Pierre,M,1949-10-19,77,Maire,FR,76,,
55495,,MICHELS,Julien,M,1981-10-17,47,Maire,FR,44,,
55496,,MARTIN,Franck,M,1968-04-28,45,Maire,FR,58,,
55497,,DELANDRE,Delphine,F,1976-05-25,43,Maire,FR,50,,
55498,,LANTREIBECQ,Armel,M,1981-08-12,21,Maire,FR,44,,
55500,,BRELLE,François,M,1954-07-24,75,Maire,FR,71,,
55501,,GALLOIS,Marie-Hélène,F,1961-01-22,74,Maire,FR,65,,
55502,,PERRIN,Stéphane,M,1968-09-03,85,Maire,FR,57,,
55503,,MAZELIN,François,M,1959-08-14,78,Maire,FR,66,,
55504,,CUNY,Evelyne,F,1955-12-14,75,Maire,FR,70,,
55505,,CHAZAL,Raphaël,M,1960-12-20,74,Maire,FR,65,,
55506,,HURAUT,Jean-Marie,M,1953-04-30,71,Maire,FR,73,,
55507,,MICHEL,Rémi,M,1968-05-03,69,Maire,FR,58,,
55508,,THIERY,Fabienne,F,1970-08-27,69,Maire,FR,55,,
55509,,MONTLIBERT,François,M,1960-10-14,12,Maire,FR,65,,
55510,,CHARPENTIER,Cyril,M,1982-06-05,48,Maire,FR,44,,
55511,,EMO,Eric,M,1973-07-28,54,Maire,FR,52,,
55512,,GUERRA,Jean-Louis,M,1978-04-16,67,Maire,FR,48,,
55514,,SUGG,Didier,M,1968-09-08,46,Maire,FR,57,,
55515,,BLOUET,Jean-Marie,M,1958-02-12,78,Maire,FR,68,,
55516,,POZZI,Mickaël,M,1983-10-06,21,Maire,FR,42,,
55517,,LOMBART,Vincent,M,1961-05-05,75,Maire,FR,65,,
55518,,BIZARD,Michel,M,1947-06-14,71,Maire,FR,79,,
55519,,BRIAT,Daniel,M,1957-04-15,77,Maire,FR,69,,
55520,,RIMET,Alain,M,1967-10-30,37,Maire,FR,58,,
55521,,NEVOU,Luc,M,1961-04-03,83,Maire,FR,65,,
55522,,BUDA,Eric,M,1979-01-09,48,Maire,FR,47,,
55523,,VÉLAIN,Jean-Christophe,M,1971-05-03,33,Maire,FR,55,,
55525,,HABART-LEMOY,Christine,F,1956-02-06,85,Maire,FR,70,,
55526,,EVOTTE,Jean,M,1987-01-23,21,Maire,FR,39,,
55527,,FOSSEPREZ,Philippe,M,1962-07-21,12,Maire,FR,63,,
55528,,BRICE,Etienne,M,1958-11-07,12,Maire,FR,67,,
55530,,PIERRON-MARCUS,Martine,F,1953-10-10,64,Maire,FR,72,,
55531,,COLLIGNON,Roger,M,1947-03-13,48,Maire,FR,79,,
55532,,AUBRY,Martine,F,1962-11-11,33,Maire,FR,63,,
55533,,COCHENER,Alexis,M,1989-04-04,31,Maire,FR,37,,
55534,,CHRETIEN,Franck,M,1972-02-26,12,Maire,FR,54,,
55535,,FRANCOIS,Marie-Odile,F,1948-12-18,74,Maire,FR,77,,
55536,,DELANDRE,Jean-Pierre,M,1946-03-04,75,Maire,FR,80,,
55537,,FALQUE,Armand,M,1960-05-17,74,Maire,FR,66,,
55540,,VOGRIG,Jean-Pierre,M,1968-09-21,12,Maire,FR,57,,
55541,,PERSON,Yannick,M,1963-10-08,52,Maire,FR,62,,
55543,,MARCHAL,Thierry,M,1969-02-02,47,Maire,FR,57,,
55544,,STELMACH,Jean-Pierre,M,1946-10-08,74,Maire,FR,79,,
55545,,HAZARD,Samuel,M,1979-05-28,42,Maire,FR,47,,
55546,,NAVE,Roland,M,1963-02-16,77,Maire,FR,63,,
55549,,CLANCHÉ,Gabriel,M,1960-06-27,11,Maire,FR,66,,
55551,,ZINGERLE,Jean-Claude,M,1960-10-01,74,Maire,FR,65,,
55552,,NÉMES,Florian,M,1982-09-04,55,Maire,FR,43,,
55553,,MILLOT,Nicolas,M,1974-09-29,74,Maire,FR,51,,
55554,,LEONARD,Audrey,F,1979-05-03,31,Maire,FR,47,,
55555,,WALDBILLIG,Félix,M,1948-11-18,74,Maire,FR,77,,
55556,,DAUTEL,Hervé,M,1979-01-25,12,Maire,FR,47,,
55557,,ALEXANDRE,Didier,M,1964-08-06,13,Maire,FR,61,,
55559,,LAURENT,Eddy,M,1970-11-28,34,Maire,FR,55,,
55560,,QUENAUDON,Bruno,M,1957-09-07,78,Maire,FR,68,,
55561,,RIBON,Guy,M,1955-10-19,71,Maire,FR,70,,
55562,,DE WEERD,Marion,F,1991-10-03,54,Maire,FR,34,,
55563,,MACEL,Noël,M,1971-01-20,62,Maire,FR,55,,
55565,,ISTACE,Vivien,M,1985-04-29,37,Maire,FR,41,,
55566,,GUERRA,Marie-Adeline,F,1958-11-12,72,Maire,FR,67,,
55567,,HENRY,Vincent,M,1970-11-02,43,Maire,FR,55,,
55568,,THYRIOT,Claude,M,1956-07-31,78,Maire,FR,69,,
55569,,SOLTYSIAK,Régis,M,1959-05-15,75,Maire,FR,67,,
55570,,VARNUSSON,Michel,M,1960-07-05,71,Maire,FR,66,,
55571,,VAUDOIS,Gérard,M,1956-04-22,71,Maire,FR,70,,
55572,,RICHARD,Philippe,M,1961-10-01,12,Maire,FR,64,,
55573,,CONRARD,Jérôme,M,1986-11-10,33,Maire,FR,39,,
55574,,ROBERT,Pascal,M,1960-03-11,71,Maire,FR,66,,
55575,,MOUROT,Anthony,M,1982-11-23,52,Maire,FR,43,,
55577,,DEJEAN,Sabrina,F,1987-06-30,54,Maire,FR,39,,
55578,,GAUCHE,Joël,M,1960-05-17,34,Maire,FR,66,,
55579,,LEGRAND,Franck,M,1964-10-27,37,Maire,FR,61,,
55580,,FURINA,Ernest,M,1971-03-11,62,Maire,FR,55,,
55581,,LAFROGNE,Nicolas,M,1979-03-03,34,Maire,FR,47,,
55582,,LALLEMENT,Gilles,M,1962-05-09,77,Maire,FR,64,,
55583,,MIGNANI,Françoise,F,1972-05-22,33,Maire,FR,54,,
55584,,FOURES,Patrice,M,1968-12-07,46,Maire,FR,57,,
55586,,VAUCELLE,Jean-Claude,M,1954-09-28,74,Maire,FR,71,,
56001,,MARY,Jean-François,M,1960-08-24,75,Maire,FR,65,,
56002,,PAUL,Noël,M,1964-03-02,47,Maire,FR,62,,
56003,,PÉRIÈS,Jean-Philippe,M,1967-01-18,37,Maire,FR,59,,
56004,,FÉRET,Samuel,M,1972-12-14,34,Maire,FR,53,,
56005,,DENFER,Olivier,M,1954-10-26,31,Maire,FR,71,,
56006,,MARTIN,Dominique,F,1961-10-05,23,Maire,FR,64,,
56007,,NAEL,Françoise,F,1973-12-31,37,Maire,FR,52,,
56008,,BÉDARD,Christophe,M,1973-05-08,45,Maire,FR,53,,
56009,,HUCHET,Annaïck,F,1971-12-29,45,Maire,FR,54,,
56010,,GILLET,Pascale,F,1970-11-09,37,Maire,FR,55,,
56011,,DE BOÜARD,Anthony,M,1974-06-02,21,Maire,FR,52,,
56012,,HOURMAND,Sylvie,F,1971-01-13,42,Maire,FR,55,,
56013,,LE GALLIOTTE LE BOZEC,Sylvie,F,1965-03-13,33,Maire,FR,61,,
56014,,GUILLOUX,David,M,1977-12-04,42,Maire,FR,48,,
56015,,GRIGNON,Michel,M,1966-10-10,47,Maire,FR,59,,
56017,,BIHOES,Chantal,F,1964-06-05,77,Maire,FR,62,,
56018,,MONTI,Bernard,M,1954-08-26,74,Maire,FR,71,,
56019,,BRÉHÉLIN,Isabelle,F,1969-10-19,43,Maire,FR,56,,
56020,,DE CHABANNES,Alain,M,1954-01-29,74,Maire,FR,72,,
56021,,LE BOUILLE,Gwénaël,M,1968-05-19,48,Maire,FR,58,,
56022,,GRANNEC,Guillaume,M,1991-10-22,31,Maire,FR,34,,
56023,,ROBELET,Fabrice,M,1968-09-24,31,Maire,FR,57,,
56024,,GUILLOT,Jean,M,1956-10-22,74,Maire,FR,69,,
56025,,RIDARD,Armelle,F,1966-12-01,42,Maire,FR,59,,
56026,,THOMAZO,Roger,M,1963-09-13,34,Maire,FR,62,,
56027,,BOUEDO,Pierre,M,1950-09-14,72,Maire,FR,75,,
56028,,MAHÉ,Claire,F,1964-07-20,69,Maire,FR,61,,
56029,,GUIGUEN,Yann,M,1973-11-30,31,Maire,FR,52,,
56030,,BOUISSON,Régis,M,1959-04-06,77,Maire,FR,67,,
56031,,JAFFRÉ-DANET,Christelle,F,1976-04-16,34,Maire,FR,50,,
56032,,RENAUDIE,Hania,F,1978-12-28,34,Maire,FR,47,,
56033,,NAËL,David,M,1997-05-09,85,Maire,FR,29,,
56034,,LANOË,Alexandre,M,1985-09-07,37,Maire,FR,40,,
56035,,GICQUEL,Erwan,M,1976-05-10,45,Maire,FR,50,,
56036,,VÉLY,Fabrice,M,1974-08-17,38,Maire,FR,51,,
56039,,LE GARS,Hélène,F,1984-04-29,21,Maire,FR,42,,
56040,,LE DIAGON,Bernard,M,1958-05-16,74,Maire,FR,68,,
56041,,LE FORESTIER,Maryvonne,F,1965-09-01,48,Maire,FR,60,,
56042,,JAHIER,Freddy,M,1959-12-10,77,Maire,FR,66,,
56043,,COIGNARD,Ronan,M,1975-11-13,85,Maire,FR,50,,
56044,,JEHANNIN,Pascal,M,1966-08-20,38,Maire,FR,59,,
56045,,HOUEIX,Raymond,M,1957-07-02,77,Maire,FR,69,,
56046,,LE DÉLÉZIR,Ronan,M,1968-10-19,34,Maire,FR,57,,
56047,,AUDO,Daniel,M,1963-03-07,78,Maire,FR,63,,
56048,,GRY,René,M,1962-03-22,45,Maire,FR,64,,
56050,,CHAMAILLARD,Thierry,M,1964-12-29,37,Maire,FR,61,,
56051,,BOULVAIS,David,M,1978-08-15,38,Maire,FR,47,,
56052,,COLOMBEL,Jean-Marie,M,1968-03-13,37,Maire,FR,58,,
56053,,LE TRIONNAIRE,Luc,M,1979-04-01,38,Maire,FR,47,,
56054,,RIGUIDEL,Dominique,M,1954-10-30,74,Maire,FR,71,,
56055,,JOLIVEL-ROBERT,Yvan,M,1972-09-05,21,Maire,FR,53,,
56056,,COUTANT,Sophie,F,1979-07-12,54,Maire,FR,47,,
56057,,FAIVRET,Christian,M,1954-11-20,74,Maire,FR,71,,
56058,,RIVALAN,Nicolas,M,1962-08-04,74,Maire,FR,63,,
56060,,GRIGNAC,Françoise,F,1959-06-24,74,Maire,FR,67,,
56061,,ATHIMON,Olivier,M,1967-09-02,23,Maire,FR,58,,
56062,,DANIC,Guy,M,1953-07-12,72,Maire,FR,73,,
56063,,MERRET,Françoise,F,1959-08-01,74,Maire,FR,66,,
56065,,ARGENTIN,Kévin,M,1983-09-16,21,Maire,FR,42,,
56066,,FRITZ,Bérangère,F,1984-03-11,33,Maire,FR,42,,
56067,,LE MEUR,Dominique,F,1963-01-10,75,Maire,FR,63,,
56069,,TONNERRE,Erwan,M,1973-10-15,11,Maire,FR,52,,
56070,,AMIOT,Marie-Noëlle,F,1968-12-25,34,Maire,FR,57,,
56071,,BAUCHE-GAVAUD,Nolwenn,F,1976-01-26,46,Maire,FR,50,,
56072,,QUENTEL,Jean-Yves,M,1960-04-13,42,Maire,FR,66,,
56073,,RIVALAN,Benoit,M,1969-07-21,23,Maire,FR,56,,
56074,,ONNO,Anthony,M,1977-03-20,33,Maire,FR,49,,
56075,,RODRIGUEZ,Paul,M,1965-12-25,34,Maire,FR,60,,
56076,,L'HOSTIS-LE DIAGON,Stéphanie,F,1968-02-07,85,Maire,FR,58,,
56077,,CHRISTMANN,Nadia,F,1978-09-26,37,Maire,FR,47,,
56078,,KERDELHUÉ,Régis,M,1975-06-11,38,Maire,FR,51,,
56079,,MAINGUY,Thérèse,F,1970-11-27,31,Maire,FR,55,,
56080,,GICQUEL,Jean-Luc,M,1964-05-02,85,Maire,FR,62,,
56081,,COURTEL,Renée,F,1960-02-29,74,Maire,FR,66,,
56082,,MALEY,Jean-Jacques,M,1974-01-28,55,Maire,FR,52,,
56083,,BRUNET,Jean-Charles,M,1986-01-10,38,Maire,FR,40,,
56084,,GAIN,Philippe,M,1966-08-24,11,Maire,FR,59,,
56085,,CHIFFOLEAU,Jean-Luc,M,1948-01-02,74,Maire,FR,78,,
56086,,LE FUR,Philippe,M,1959-11-04,74,Maire,FR,66,,
56087,,TATTEVIN,Christophe,M,1958-03-10,31,Maire,FR,68,,
56088,,LE BOURDIEC,Hervé,M,1950-09-30,74,Maire,FR,75,,
56089,,DE BEAUFORT,Guillaume,M,1963-11-17,74,Maire,FR,62,,
56090,,MEUNIER,Jérôme,M,1977-10-11,33,Maire,FR,48,,
56091,,JAGOUDET,Nicolas,M,1972-04-01,22,Maire,FR,54,,
56092,,BRIZOUAL,Laëtitia,F,1975-02-22,45,Maire,FR,51,,
56093,,DAVID,Arnaud,M,1979-03-26,48,Maire,FR,47,,
56094,,LE FLOCH,Élodie,F,1973-12-29,45,Maire,FR,52,,
56096,,LE GALLO,Yann,M,1963-01-22,23,Maire,FR,63,,
56097,,LE CALVE,Pascal,M,1962-09-20,72,Maire,FR,63,,
56098,,CARRERIC,Gilles,M,1961-08-28,74,Maire,FR,64,,
56099,,RAUD,Fabrice,M,1964-07-15,74,Maire,FR,62,,
56100,,JEAN,Eric,M,1963-06-14,78,Maire,FR,63,,
56101,,LE DRÉAN,Jérôme,M,1980-10-03,21,Maire,FR,45,,
56102,,BRIEND,André,M,1956-07-18,71,Maire,FR,69,,
56103,,BERTHO,Michel,M,1957-04-04,72,Maire,FR,69,,
56104,,LE CALOCH,Patrick,M,1956-11-19,72,Maire,FR,69,,
56105,,LE CREN,Monique,F,1956-02-29,77,Maire,FR,70,,
56106,,BRABEC,Claire,F,1962-09-09,74,Maire,FR,63,,
56107,,ROUSSET,Marianne,F,1964-06-03,37,Maire,FR,62,,
